# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCA_000091045.1	Primary Assembly	chromosome	8	AE017348.1	216711	217872	+	AAW45179.1			Inositol oxygenase, putative			CNH03170	936	311	
gene	protein_coding	GCA_000091045.1	Primary Assembly	chromosome	8	AE017348.1	218893	220564	-							CNH03160	1672		
mRNA		GCA_000091045.1	Primary Assembly	chromosome	8	AE017348.1	218893	220564	-			AAW45178.1	conserved hypothetical protein			CNH03160	1482		
CDS	with_protein	GCA_000091045.1	Primary Assembly	chromosome	8	AE017348.1	218999	220490	-	AAW45178.1			conserved hypothetical protein			CNH03160	1302	433	
gene	protein_coding	GCA_000091045.1	Primary Assembly	chromosome	8	AE017348.1	220732	223827	+							CNH03150	3096		
mRNA		GCA_000091045.1	Primary Assembly	chromosome	8	AE017348.1	220732	223827	+			AAW45177.1	L-mandelate dehydrogenase, putative			CNH03150	2483		
CDS	with_protein	GCA_000091045.1	Primary Assembly	chromosome	8	AE017348.1	220902	223182	+	AAW45177.1			L-mandelate dehydrogenase, putative			CNH03150	1668	555	
gene	protein_coding	GCA_000091045.1	Primary Assembly	chromosome	8	AE017348.1	224007	225722	+							CNH03140	1716		
mRNA		GCA_000091045.1	Primary Assembly	chromosome	8	AE017348.1	224007	225722	+			AAW45176.1	expressed protein			CNH03140	1420		
CDS	with_protein	GCA_000091045.1	Primary Assembly	chromosome	8	AE017348.1	224301	225677	+	AAW45176.1			expressed protein			CNH03140	1137	378	
gene	protein_coding	GCA_000091045.1	Primary Assembly	chromosome	8	AE017348.1	226737	228635	+							CNH03130	1899		
mRNA		GCA_000091045.1	Primary Assembly	chromosome	8	AE017348.1	226737	228635	+			AAW45175.1	conserved hypothetical protein			CNH03130	1495		
CDS	with_protein	GCA_000091045.1	Primary Assembly	chromosome	8	AE017348.1	226957	228461	+	AAW45175.1			conserved hypothetical protein			CNH03130	1101	366	
gene	protein_coding	GCA_000091045.1	Primary Assembly	chromosome	8	AE017348.1	229742	231779	+							CNH03120	2038		
mRNA		GCA_000091045.1	Primary Assembly	chromosome	8	AE017348.1	229742	231779	+			AAW45174.1	conserved hypothetical protein			CNH03120	1577		
CDS	with_protein	GCA_000091045.1	Primary Assembly	chromosome	8	AE017348.1	230189	231698	+	AAW45174.1			conserved hypothetical protein			CNH03120	1101	366	
gene	protein_coding	GCA_000091045.1	Primary Assembly	chromosome	8	AE017348.1	232216	235223	-							CNH03110	3008		
mRNA		GCA_000091045.1	Primary Assembly	chromosome	8	AE017348.1	232216	235223	-			AAW45173.2	expressed protein			CNH03110	2426		
CDS	with_protein	GCA_000091045.1	Primary Assembly	chromosome	8	AE017348.1	232242	235082	-	AAW45173.2			expressed protein			CNH03110	2259	752	
gene	protein_coding	GCA_000091045.1	Primary Assembly	chromosome	8	AE017348.1	235550	238013	+							CNH03090	2464		
mRNA		GCA_000091045.1	Primary Assembly	chromosome	8	AE017348.1	235550	238013	+			AAW45172.1	sugar transporter, putative			CNH03090	2021		
CDS	with_protein	GCA_000091045.1	Primary Assembly	chromosome	8	AE017348.1	235656	237838	+	AAW45172.1			sugar transporter, putative			CNH03090	1740	579	
gene	protein_coding	GCA_000091045.1	Primary Assembly	chromosome	8	AE017348.1	239034	243607	+							CNH03080	4574		
mRNA		GCA_000091045.1	Primary Assembly	chromosome	8	AE017348.1	239034	243607	+			AAW45171.2	hypothetical protein			CNH03080	4179		
CDS	with_protein	GCA_000091045.1	Primary Assembly	chromosome	8	AE017348.1	239942	241096	+	AAW45171.2			hypothetical protein			CNH03080	1104	367	
gene	protein_coding	GCA_000091045.1	Primary Assembly	chromosome	8	AE017348.1	241841	243391	-							CNH03070	1551		
mRNA		GCA_000091045.1	Primary Assembly	chromosome	8	AE017348.1	241841	243391	-			AAW45170.2	hypothetical protein			CNH03070	1487		
CDS	with_protein	GCA_000091045.1	Primary Assembly	chromosome	8	AE017348.1	242494	242926	-	AAW45170.2			hypothetical protein			CNH03070	369	122	
gene	protein_coding	GCA_000091045.1	Primary Assembly	chromosome	8	AE017348.1	244152	246813	+							CNH03060	2662		
mRNA		GCA_000091045.1	Primary Assembly	chromosome	8	AE017348.1	244152	246813	+			AAW45169.2	myo-inositol transporter, putative			CNH03060	2206		
CDS	with_protein	GCA_000091045.1	Primary Assembly	chromosome	8	AE017348.1	244414	246642	+	AAW45169.2			myo-inositol transporter, putative			CNH03060	1773	590	
gene	protein_coding	GCA_000091045.1	Primary Assembly	chromosome	8	AE017348.1	247381	248971	+							CNH03050	1591		
mRNA		GCA_000091045.1	Primary Assembly	chromosome	8	AE017348.1	247381	248971	+			AAW45168.2	hypothetical protein			CNH03050	1307		
CDS	with_protein	GCA_000091045.1	Primary Assembly	chromosome	8	AE017348.1	247942	248416	+	AAW45168.2			hypothetical protein			CNH03050	330	109	
gene	protein_coding	GCA_000091045.1	Primary Assembly	chromosome	8	AE017348.1	252199	254199	-							CNH03030	2001		
mRNA		GCA_000091045.1	Primary Assembly	chromosome	8	AE017348.1	252199	254199	-			AAW45166.1	hypothetical protein			CNH03030	2001		
CDS	with_protein	GCA_000091045.1	Primary Assembly	chromosome	8	AE017348.1	252334	254199	-	AAW45166.1			hypothetical protein			CNH03030	1866	621	
gene	protein_coding	GCA_000091045.1	Primary Assembly	chromosome	8	AE017348.1	255675	258686	-							CNH03020	3012		
mRNA		GCA_000091045.1	Primary Assembly	chromosome	8	AE017348.1	255675	258686	-			AAW45165.1	hypothetical protein			CNH03020	2814		
CDS	with_protein	GCA_000091045.1	Primary Assembly	chromosome	8	AE017348.1	255937	257517	-	AAW45165.1			hypothetical protein			CNH03020	1581	526	
gene	protein_coding	GCA_000091045.1	Primary Assembly	chromosome	8	AE017348.1	258698	261095	-							CNH03015	2398		
mRNA		GCA_000091045.1	Primary Assembly	chromosome	8	AE017348.1	258698	261095	-			ALO69507.1	hypothetical protein			CNH03015	2080		
CDS	with_protein	GCA_000091045.1	Primary Assembly	chromosome	8	AE017348.1	259156	261027	-	ALO69507.1			hypothetical protein			CNH03015	1554	517	
gene	protein_coding	GCA_000091045.1	Primary Assembly	chromosome	8	AE017348.1	261727	265032	-							CNH03013	3306		
mRNA		GCA_000091045.1	Primary Assembly	chromosome	8	AE017348.1	261727	265032	-			ALO69508.1	hypothetical protein			CNH03013	2513		
CDS	with_protein	GCA_000091045.1	Primary Assembly	chromosome	8	AE017348.1	261851	265019	-	ALO69508.1			hypothetical protein			CNH03013	2376	791	
gene	protein_coding	GCA_000091045.1	Primary Assembly	chromosome	8	AE017348.1	266481	268360	-							CNH03010	1880		
mRNA		GCA_000091045.1	Primary Assembly	chromosome	8	AE017348.1	266481	268360	-			AAW45164.1	branched-chain-amino-acid transaminase, putative			CNH03010	1414		
CDS	with_protein	GCA_000091045.1	Primary Assembly	chromosome	8	AE017348.1	266615	268235	-	AAW45164.1			branched-chain-amino-acid transaminase, putative			CNH03010	1155	384	
gene	protein_coding	GCA_000091045.1	Primary Assembly	chromosome	8	AE017348.1	268700	273258	+							CNH03000	4559		
mRNA		GCA_000091045.1	Primary Assembly	chromosome	8	AE017348.1	268700	273258	+			AAW45163.1	cell wall integrity protein scw1, putative			CNH03000	4169		
CDS	with_protein	GCA_000091045.1	Primary Assembly	chromosome	8	AE017348.1	269606	272666	+	AAW45163.1			cell wall integrity protein scw1, putative			CNH03000	2868	955	
gene	protein_coding	GCA_000091045.1	Primary Assembly	chromosome	8	AE017348.1	275176	277781	-							CNH02990	2606		
mRNA		GCA_000091045.1	Primary Assembly	chromosome	8	AE017348.1	275176	277781	-			AAW45162.1	sugar transporter, putative			CNH02990	2150		
CDS	with_protein	GCA_000091045.1	Primary Assembly	chromosome	8	AE017348.1	275344	277704	-	AAW45162.1			sugar transporter, putative			CNH02990	1905	634	
gene	protein_coding	GCA_000091045.1	Primary Assembly	chromosome	8	AE017348.1	280674	283252	+							CNH02980	2579		
mRNA		GCA_000091045.1	Primary Assembly	chromosome	8	AE017348.1	280674	283252	+			AAW45161.1	chromatin binding protein, putative			CNH02980	1871		
CDS	with_protein	GCA_000091045.1	Primary Assembly	chromosome	8	AE017348.1	280733	283207	+	AAW45161.1			chromatin binding protein, putative			CNH02980	1767	588	
gene	protein_coding	GCA_000091045.1	Primary Assembly	chromosome	8	AE017348.1	284215	286230	-							CNH02970	2016		
mRNA		GCA_000091045.1	Primary Assembly	chromosome	8	AE017348.1	284215	286230	-			AAW45160.1	expressed protein			CNH02970	1795		
CDS	with_protein	GCA_000091045.1	Primary Assembly	chromosome	8	AE017348.1	284366	286059	-	AAW45160.1			expressed protein			CNH02970	1473	490	
gene	protein_coding	GCA_000091045.1	Primary Assembly	chromosome	8	AE017348.1	286819	288225	-							CNH02965	1407		
mRNA		GCA_000091045.1	Primary Assembly	chromosome	8	AE017348.1	286819	288225	-			ALO69509.1	hypothetical protein			CNH02965	1301		
CDS	with_protein	GCA_000091045.1	Primary Assembly	chromosome	8	AE017348.1	286980	287801	-	ALO69509.1			hypothetical protein			CNH02965	822	273	
gene	protein_coding	GCA_000091045.1	Primary Assembly	chromosome	8	AE017348.1	288253	290059	-							CNH02960	1807		
mRNA		GCA_000091045.1	Primary Assembly	chromosome	8	AE017348.1	288253	290059	-			AAW45159.1	L-arabinitol 4-dehydrogenase, putative			CNH02960	1422		
CDS	with_protein	GCA_000091045.1	Primary Assembly	chromosome	8	AE017348.1	288427	289990	-	AAW45159.1			L-arabinitol 4-dehydrogenase, putative			CNH02960	1179	392	
gene	protein_coding	GCA_000091045.1	Primary Assembly	chromosome	8	AE017348.1	290240	292308	+							CNH02950	2069		
mRNA		GCA_000091045.1	Primary Assembly	chromosome	8	AE017348.1	290240	292308	+			AAW45158.2	cytoplasm protein, putative			CNH02950	1681		
CDS	with_protein	GCA_000091045.1	Primary Assembly	chromosome	8	AE017348.1	290381	291614	+	AAW45158.2			cytoplasm protein, putative			CNH02950	846	281	
gene	protein_coding	GCA_000091045.1	Primary Assembly	chromosome	8	AE017348.1	292485	295266	-							CNH02940	2782		
mRNA		GCA_000091045.1	Primary Assembly	chromosome	8	AE017348.1	292485	295266	-			AAW45260.1	hypothetical protein			CNH02940	2599		
CDS	with_protein	GCA_000091045.1	Primary Assembly	chromosome	8	AE017348.1	292618	295173	-	AAW45260.1			hypothetical protein			CNH02940	2373	790	
gene	protein_coding	GCA_000091045.1	Primary Assembly	chromosome	8	AE017348.1	295433	296339	+							CNH02930	907		
mRNA		GCA_000091045.1	Primary Assembly	chromosome	8	AE017348.1	295433	296339	+			AAW45157.1	EF-hand calcium-binding protein, Caltractin-cdc31 subfamily, putative			CNH02930	705		
CDS	with_protein	GCA_000091045.1	Primary Assembly	chromosome	8	AE017348.1	295497	296223	+	AAW45157.1			EF-hand calcium-binding protein, Caltractin-cdc31 subfamily, putative			CNH02930	525	174	
gene	protein_coding	GCA_000091045.1	Primary Assembly	chromosome	8	AE017348.1	296953	298097	-							CNH02920	1145		
mRNA		GCA_000091045.1	Primary Assembly	chromosome	8	AE017348.1	296953	298097	-			AAW45156.1	conserved hypothetical protein			CNH02920	959		
CDS	with_protein	GCA_000091045.1	Primary Assembly	chromosome	8	AE017348.1	297063	297816	-	AAW45156.1			conserved hypothetical protein			CNH02920	642	213	
gene	protein_coding	GCA_000091045.1	Primary Assembly	chromosome	8	AE017348.1	298748	301050	-							CNH02910	2303		
mRNA		GCA_000091045.1	Primary Assembly	chromosome	8	AE017348.1	298748	301050	-			AAW45155.1	malate synthase, putative			CNH02910	1872		
CDS	with_protein	GCA_000091045.1	Primary Assembly	chromosome	8	AE017348.1	298825	300872	-	AAW45155.1			malate synthase, putative			CNH02910	1617	538	
gene	protein_coding	GCA_000091045.1	Primary Assembly	chromosome	8	AE017348.1	301568	303607	+							CNH02900	2040		
mRNA		GCA_000091045.1	Primary Assembly	chromosome	8	AE017348.1	301568	303607	+			AAW45154.1	cytoplasm protein, putative			CNH02900	1757		
CDS	with_protein	GCA_000091045.1	Primary Assembly	chromosome	8	AE017348.1	301694	303473	+	AAW45154.1			cytoplasm protein, putative			CNH02900	1497	498	
gene	protein_coding	GCA_000091045.1	Primary Assembly	chromosome	8	AE017348.1	304739	309592	+							CNH02890	4854		
mRNA		GCA_000091045.1	Primary Assembly	chromosome	8	AE017348.1	304739	309592	+			AAW45153.1	ubiquitin carboxyl-terminal hydrolase 5, putative			CNH02890	3885		
CDS	with_protein	GCA_000091045.1	Primary Assembly	chromosome	8	AE017348.1	304936	309246	+	AAW45153.1			ubiquitin carboxyl-terminal hydrolase 5, putative			CNH02890	3342	1113	
gene	protein_coding	GCA_000091045.1	Primary Assembly	chromosome	8	AE017348.1	309706	311180	+							CNH02880	1475		
mRNA		GCA_000091045.1	Primary Assembly	chromosome	8	AE017348.1	309706	311180	+			AAW45152.2	hypothetical protein			CNH02880	1253		
CDS	with_protein	GCA_000091045.1	Primary Assembly	chromosome	8	AE017348.1	309830	311035	+	AAW45152.2			hypothetical protein			CNH02880	984	327	
gene	protein_coding	GCA_000091045.1	Primary Assembly	chromosome	8	AE017348.1	311328	313100	-							CNH02870	1773		
mRNA		GCA_000091045.1	Primary Assembly	chromosome	8	AE017348.1	311328	313100	-			AAW45151.1	conserved hypothetical protein			CNH02870	1350		
CDS	with_protein	GCA_000091045.1	Primary Assembly	chromosome	8	AE017348.1	311410	313041	-	AAW45151.1			conserved hypothetical protein			CNH02870	1209	402	
gene	protein_coding	GCA_000091045.1	Primary Assembly	chromosome	8	AE017348.1	313255	314354	+							CNH02860	1100		
mRNA		GCA_000091045.1	Primary Assembly	chromosome	8	AE017348.1	313255	314354	+			AAW45150.1	hypothetical protein			CNH02860	936		
CDS	with_protein	GCA_000091045.1	Primary Assembly	chromosome	8	AE017348.1	313440	313972	+	AAW45150.1			hypothetical protein			CNH02860	369	122	
gene	protein_coding	GCA_000091045.1	Primary Assembly	chromosome	8	AE017348.1	314292	318749	-							CNH02850	4458		
mRNA		GCA_000091045.1	Primary Assembly	chromosome	8	AE017348.1	314292	318749	-			AAW45149.2	hypothetical protein			CNH02850	4241		
CDS	with_protein	GCA_000091045.1	Primary Assembly	chromosome	8	AE017348.1	314497	318655	-	AAW45149.2			hypothetical protein			CNH02850	3942	1313	
gene	protein_coding	GCA_000091045.1	Primary Assembly	chromosome	8	AE017348.1	318835	321379	-							CNH02840	2545		
mRNA		GCA_000091045.1	Primary Assembly	chromosome	8	AE017348.1	318835	321379	-			AAW45148.1	expressed protein			CNH02840	1903		
CDS	with_protein	GCA_000091045.1	Primary Assembly	chromosome	8	AE017348.1	318901	321258	-	AAW45148.1			expressed protein			CNH02840	1716	571	
gene	protein_coding	GCA_000091045.1	Primary Assembly	chromosome	8	AE017348.1	321514	323658	+							CNH02830	2145		
mRNA		GCA_000091045.1	Primary Assembly	chromosome	8	AE017348.1	321514	323658	+			AAW45147.1	2-nitropropane dioxygenase, putative			CNH02830	1399		
CDS	with_protein	GCA_000091045.1	Primary Assembly	chromosome	8	AE017348.1	321572	323547	+	AAW45147.1			2-nitropropane dioxygenase, putative			CNH02830	1230	409	
gene	protein_coding	GCA_000091045.1	Primary Assembly	chromosome	8	AE017348.1	324134	325344	+							CNH02825	1211		
mRNA		GCA_000091045.1	Primary Assembly	chromosome	8	AE017348.1	324134	325344	+			ALO69510.1	hypothetical protein			CNH02825	916		
CDS	with_protein	GCA_000091045.1	Primary Assembly	chromosome	8	AE017348.1	324210	325122	+	ALO69510.1			hypothetical protein			CNH02825	618	205	
gene	protein_coding	GCA_000091045.1	Primary Assembly	chromosome	8	AE017348.1	325526	329645	+							CNH02820	4120		
mRNA		GCA_000091045.1	Primary Assembly	chromosome	8	AE017348.1	325526	329645	+			AAW45146.2	nucleus protein, putative			CNH02820	3650		
CDS	with_protein	GCA_000091045.1	Primary Assembly	chromosome	8	AE017348.1	325599	329437	+	AAW45146.2			nucleus protein, putative			CNH02820	3369	1122	
gene	protein_coding	GCA_000091045.1	Primary Assembly	chromosome	8	AE017348.1	330899	331847	+							CNH02815	949		
mRNA		GCA_000091045.1	Primary Assembly	chromosome	8	AE017348.1	330899	331847	+			ALO69511.1	hypothetical protein			CNH02815	824		
CDS	with_protein	GCA_000091045.1	Primary Assembly	chromosome	8	AE017348.1	331194	331657	+	ALO69511.1			hypothetical protein			CNH02815	339	112	
gene	protein_coding	GCA_000091045.1	Primary Assembly	chromosome	8	AE017348.1	331993	334686	-							CNH02810	2694		
mRNA		GCA_000091045.1	Primary Assembly	chromosome	8	AE017348.1	331993	334686	-			AAW45259.1	conserved hypothetical protein			CNH02810	2194		
CDS	with_protein	GCA_000091045.1	Primary Assembly	chromosome	8	AE017348.1	332118	334534	-	AAW45259.1			conserved hypothetical protein			CNH02810	1917	638	
gene	protein_coding	GCA_000091045.1	Primary Assembly	chromosome	8	AE017348.1	334983	339966	-							CNH02800	4984		
mRNA		GCA_000091045.1	Primary Assembly	chromosome	8	AE017348.1	334983	339966	-			AAW45145.1	protein tyrosine/threonine phosphatase, putative			CNH02800	4348		
CDS	with_protein	GCA_000091045.1	Primary Assembly	chromosome	8	AE017348.1	335685	339612	-	AAW45145.1			protein tyrosine/threonine phosphatase, putative			CNH02800	3345	1114	
gene	protein_coding	GCA_000091045.1	Primary Assembly	chromosome	8	AE017348.1	341720	343375	+							CNH02790	1656		
mRNA		GCA_000091045.1	Primary Assembly	chromosome	8	AE017348.1	341720	343375	+			AAW45144.2	conserved hypothetical protein			CNH02790	1060		
CDS	with_protein	GCA_000091045.1	Primary Assembly	chromosome	8	AE017348.1	342050	343189	+	AAW45144.2			conserved hypothetical protein			CNH02790	729	242	
gene	protein_coding	GCA_000091045.1	Primary Assembly	chromosome	8	AE017348.1	343350	344601	-							CNH02780	1252		
mRNA		GCA_000091045.1	Primary Assembly	chromosome	8	AE017348.1	343350	344601	-			AAW45258.2	hypothetical protein			CNH02780	799		
CDS	with_protein	GCA_000091045.1	Primary Assembly	chromosome	8	AE017348.1	343689	344474	-	AAW45258.2			hypothetical protein			CNH02780	393	130	
gene	protein_coding	GCA_000091045.1	Primary Assembly	chromosome	8	AE017348.1	344957	347746	-							CNH02770	2790		
mRNA		GCA_000091045.1	Primary Assembly	chromosome	8	AE017348.1	344957	347746	-			AAW45143.1	hypothetical protein			CNH02770	2653		
CDS	with_protein	GCA_000091045.1	Primary Assembly	chromosome	8	AE017348.1	345577	347717	-	AAW45143.1			hypothetical protein			CNH02770	2004	667	
gene	protein_coding	GCA_000091045.1	Primary Assembly	chromosome	8	AE017348.1	347876	348607	+							CNH02760	732		
mRNA		GCA_000091045.1	Primary Assembly	chromosome	8	AE017348.1	347876	348607	+			AAW45142.1	50s ribosomal protein l19, putative			CNH02760	685		
CDS	with_protein	GCA_000091045.1	Primary Assembly	chromosome	8	AE017348.1	347912	348546	+	AAW45142.1			50s ribosomal protein l19, putative			CNH02760	588	195	
gene	protein_coding	GCA_000091045.1	Primary Assembly	chromosome	8	AE017348.1	348583	351911	-							CNH02750	3329		
mRNA		GCA_000091045.1	Primary Assembly	chromosome	8	AE017348.1	348583	351911	-			AAW45141.1	protein phosphatase PP2A0 B subunit gamma isoform, putative			CNH02750	2871		
CDS	with_protein	GCA_000091045.1	Primary Assembly	chromosome	8	AE017348.1	348946	351521	-	AAW45141.1			protein phosphatase PP2A0 B subunit gamma isoform, putative			CNH02750	2118	705	
gene	protein_coding	GCA_000091045.1	Primary Assembly	chromosome	8	AE017348.1	352112	353070	+							CNH02740	959		
mRNA		GCA_000091045.1	Primary Assembly	chromosome	8	AE017348.1	352112	353070	+			AAW45140.1	ubiquinol-cytochrome c reductase complex 7.3 kda protein, putative			CNH02740	737		
